Date,CIPLA.NS,GOLDBEES.NS,INFY.NS,ITC.NS,MARICO.NS,MARUTI.NS,SUNPHARMA.NS,TATAMOTORS.NS,TCS.NS
2020-02-11,437.6065368652344,35.81999969482422,696.6259155273438,179.57533264160156,290.25311279296875,6817.41650390625,401.1022644042969,169.2225799560547,1999.95556640625
2020-02-12,433.9161071777344,35.7599983215332,703.3800659179688,179.95542907714844,290.91949462890625,6826.6728515625,397.31695556640625,170.41885375976562,2016.0699462890625
2020-02-13,430.6141662597656,35.95000076293945,713.4663696289062,178.98406982421875,288.8251647949219,6789.59912109375,401.4856262207031,168.97335815429688,2035.75927734375
2020-02-14,434.20745849609375,35.849998474121094,708.2430419921875,175.43650817871094,287.68280029296875,6701.15625,401.1022644042969,168.57461547851562,2028.5611572265625
2020-02-17,419.4457702636719,35.93000030517578,710.9448852539062,172.98696899414062,282.351806640625,6694.3232421875,394.2008361816406,168.57461547851562,2046.253662109375
2020-02-18,423.42755126953125,36.13999938964844,718.3292846679688,172.18455505371094,285.3504943847656,6572.53759765625,394.442138671875,161.09791564941406,2057.862548828125
2020-02-19,434.595947265625,36.709999084472656,720.850830078125,174.59182739257812,285.4457092285156,6548.791015625,389.51947021484375,157.55894470214844,2039.845703125
2020-02-20,423.18475341796875,36.81999969482422,717.743896484375,175.22532653808594,291.49066162109375,6549.76025390625,390.87078857421875,158.00753784179688,2003.1138916015625
2020-02-24,417.7462463378906,38.58000183105469,716.7083129882812,171.46656799316406,289.6343078613281,6271.39404296875,384.01763916015625,150.18191528320312,1964.6175537109375
2020-02-25,413.52166748046875,37.439998626708984,719.0046997070312,170.45298767089844,291.25262451171875,6217.26123046875,375.3788757324219,149.4342498779297,2002.509765625
2020-02-26,410.0255126953125,37.52000045776367,704.9110717773438,167.75006103515625,291.4430236816406,6043.08837890625,361.6725158691406,144.10089111328125,1972.2794189453125
2020-02-27,409.0543212890625,37.380001068115234,700.498291015625,166.8631591796875,291.6810302734375,6096.34814453125,374.99273681640625,144.7987060546875,1955.4691162109375
2020-02-28,390.505126953125,37.369998931884766,658.9376220703125,166.8631591796875,284.3985290527344,6089.8544921875,359.93505859375,128.54934692382812,1857.6258544921875
2020-03-02,390.35943603515625,37.029998779296875,667.3577270507812,164.96267700195312,277.2588195800781,6091.84130859375,356.6533203125,125.01038360595703,1858.694091796875
2020-03-03,413.03607177734375,37.119998931884766,672.7161254882812,163.7379150390625,281.8758544921875,6189.6376953125,379.8670959472656,129.94500732421875,1891.1070556640625
2020-03-04,434.7416076660156,38.099998474121094,683.2976684570312,158.3743133544922,280.87628173828125,6187.98974609375,391.3534240722656,125.80789184570312,1934.7581787109375
2020-03-05,427.8948974609375,38.040000915527344,679.5603637695312,158.83885192871094,279.1627502441406,6170.15625,390.8225402832031,125.35929107666016,1973.6260986328125
2020-03-06,421.8736572265625,39.04999923706055,665.4666137695312,153.5175018310547,268.97674560546875,6247.6953125,386.96160888671875,113.84517669677734,1965.6387939453125
2020-03-09,413.8616027832031,38.459999084472656,634.3973388671875,149.67428588867188,253.26939392089844,6010.37646484375,379.6741027832031,105.37158966064453,1831.806884765625
2020-03-11,405.0725402832031,38.18000030517578,617.7821044921875,148.36505126953125,256.7916564941406,5957.26171875,372.5314025878906,98.59272003173828,1814.4857177734375
2020-03-12,383.3670349121094,37.959999084472656,568.4317016601562,131.59849548339844,247.3672332763672,5469.5869140625,342.4643859863281,87.7265853881836,1643.736328125
2020-03-13,413.2789001464844,36.619998931884766,578.4728393554688,137.0465545654297,248.12879943847656,5659.025390625,370.84222412109375,89.47114562988281,1677.589111328125
2020-03-16,384.96942138671875,35.66999816894531,525.159912109375,124.3766098022461,241.06396484375,5311.69677734375,355.7362976074219,82.69226837158203,1575.52001953125
2020-03-17,390.1651611328125,34.83000183105469,499.7641906738281,125.98148345947266,237.86566162109375,5431.59326171875,357.28070068359375,77.70780181884766,1539.856689453125
2020-03-18,374.86932373046875,35.439998626708984,481.16766357421875,127.29070281982422,237.5792694091797,5188.021484375,350.1380310058594,75.26541900634766,1536.512939453125
2020-03-19,364.84039306640625,35.209999084472656,491.2989501953125,136.70870971679688,237.0541534423828,4671.3173828125,347.86968994140625,72.72334289550781,1530.85302734375
2020-03-20,382.4640808105469,36.11000061035156,527.0059814453125,148.2383575439453,244.3099365234375,4922.982421875,352.5510559082031,77.05982971191406,1681.5667724609375
2020-03-23,365.3758850097656,35.02000045776367,474.0982360839844,130.3314971923828,229.321044921875,4090.5478515625,313.2178955078125,65.99431610107422,1562.052734375
2020-03-24,367.51800537109375,36.38999938964844,531.1484375,126.446044921875,238.0088653564453,4348.462890625,323.49755859375,68.33702087402344,1593.346435546875
2020-03-25,366.5443115234375,36.9900016784668,545.917724609375,124.46107482910156,236.91094970703125,4851.98486328125,335.56298828125,70.03173065185547,1637.4564208984375
2020-03-26,375.9890441894531,36.720001220703125,579.0582275390625,132.1053009033203,254.7640380859375,4727.97021484375,326.5380554199219,70.58002471923828,1675.4857177734375
2020-03-27,396.9233093261719,38.16999816894531,587.7936401367188,137.8489990234375,241.68450927734375,4503.203125,326.4898376464844,70.48033142089844,1706.8729248046875
2020-03-30,420.3891906738281,39.7400016784668,564.379150390625,134.4703369140625,246.983154296875,4195.32275390625,321.1327819824219,67.9382553100586,1663.8382568359375
2020-03-31,411.7233581542969,38.209999084472656,577.7073364257812,145.0286407470703,262.4017333984375,4156.40673828125,340.05133056640625,70.8292465209961,1708.3697509765625
2020-04-01,402.8628234863281,38.2400016784668,542.8558349609375,140.55191040039062,253.47512817382812,4115.74755859375,331.6055603027344,67.73887634277344,1598.585205078125
2020-04-03,437.3800354003906,38.790000915527344,527.4563598632812,150.2655487060547,249.3221893310547,3888.12060546875,362.8790588378906,65.09711456298828,1547.552001953125
2020-04-07,479.2972412109375,39.66999816894531,575.4559936523438,153.34857177734375,270.99407958984375,4413.59619140625,402.8396911621094,67.04105377197266,1660.7510986328125
2020-04-08,499.2578125,39.790000915527344,568.791748046875,150.89903259277344,276.3404235839844,4553.60302734375,421.51690673828125,67.38996124267578,1595.498046875
2020-04-09,564.3487548828125,40.790000915527344,572.9794311523438,156.47381591796875,283.1665954589844,5162.82080078125,438.6498107910156,74.36821746826172,1652.28466796875
2020-04-13,577.2500610351562,42.4900016784668,574.01513671875,153.3907928466797,277.86798095703125,5120.6591796875,446.2751159667969,74.01930236816406,1645.8294677734375
2020-04-15,576.76318359375,42.66999816894531,575.5009765625,159.9369354248047,289.419921875,4937.6171875,433.58233642578125,72.67350006103516,1623.2833251953125
2020-04-16,584.6500854492188,43.2599983215332,561.8125610351562,157.40296936035156,292.9523620605469,4972.9951171875,447.5782165527344,74.41806030273438,1605.4146728515625
2020-04-17,582.2646484375,42.470001220703125,566.2252807617188,158.88108825683594,286.5558166503906,5335.685546875,441.2076721191406,76.61122131347656,1689.75244140625
2020-04-20,569.99609375,41.54999923706055,588.3339233398438,152.63058471679688,286.7467956542969,5167.37646484375,456.94097900390625,80.20003509521484,1701.39990234375
2020-04-21,576.519775390625,42.04999923706055,570.2327270507812,151.70144653320312,282.6415100097656,4847.28466796875,456.6995849609375,74.41806030273438,1625.6221923828125
2020-04-22,571.7488403320312,42.61000061035156,578.0225219726562,153.9398193359375,294.86175537109375,5021.505859375,457.8578796386719,75.66417694091797,1655.4185791015625
2020-04-23,571.2619018554688,42.61000061035156,611.7483520507812,152.50389099121094,288.0356140136719,4997.759765625,460.85009765625,75.41495513916016,1757.157470703125
2020-04-24,583.5303344726562,42.689998626708984,592.5664672851562,152.08155822753906,292.2363586425781,4890.4638671875,468.6685485839844,73.9694595336914,1701.3065185546875
2020-04-27,592.6830444335938,42.560001373291016,598.5101318359375,151.91262817382812,283.6916809082031,4900.83447265625,472.8672790527344,75.01619720458984,1718.1927490234375
2020-04-28,582.8487548828125,42.68000030517578,594.9981079101562,151.57473754882812,276.96099853515625,4897.29736328125,457.4718017578125,76.7109146118164,1739.1954345703125
2020-04-29,580.5606079101562,42.369998931884766,609.2719116210938,153.8553466796875,276.5313720703125,4912.56298828125,461.0431823730469,77.90718841552734,1782.791015625
2020-04-30,574.0855712890625,42.56999969482422,644.3485717773438,153.77088928222656,274.00140380859375,5193.982421875,448.3020935058594,92.96027374267578,1884.576416015625
2020-05-04,595.7501220703125,42.72999954223633,606.705322265625,147.0135955810547,271.4714050292969,4736.01513671875,449.267333984375,83.63932037353516,1805.991943359375
2020-05-05,581.193603515625,41.540000915527344,606.705322265625,146.88687133789062,283.2620544433594,4681.30126953125,440.43548583984375,80.64864349365234,1808.143798828125
2020-05-06,576.1790161132812,41.36000061035156,599.6809692382812,138.44024658203125,289.3721923828125,4694.2890625,438.60150146484375,82.94149017333984,1780.873046875
2020-05-07,574.036865234375,41.060001373291016,598.8253784179688,135.99075317382812,285.41015625,4603.228515625,436.47802734375,82.2436752319336,1769.693603515625
2020-05-08,576.3250732421875,41.5099983215332,607.1555786132812,133.6678924560547,286.65130615234375,4511.0048828125,452.69390869140625,80.79817962646484,1771.3309326171875
2020-05-11,570.6290283203125,41.16999816894531,614.9904174804688,133.8368377685547,289.3721923828125,4785.93115234375,447.7229919433594,85.83248138427734,1810.5294189453125
2020-05-12,555.1474609375,41.2400016784668,619.2681274414062,139.41163635253906,285.6965637207031,4799.015625,447.7712097167969,85.93217468261719,1823.81396484375
2020-05-13,555.1961059570312,40.970001220703125,625.121826171875,139.70724487304688,293.0955505371094,4881.2080078125,436.6228332519531,86.92906188964844,1823.954345703125
2020-05-14,554.7579345703125,41.4900016784668,592.70166015625,138.35580444335938,303.8360595703125,4956.759765625,440.09765625,83.53963470458984,1779.70361328125
2020-05-15,555.29345703125,41.79999923706055,587.4334716796875,139.07376098632812,302.1653137207031,4943.5302734375,433.003173828125,84.08792114257812,1770.863037109375
2020-05-18,584.6500854492188,42.540000915527344,597.8798217773438,139.15821838378906,292.3318176269531,4575.75048828125,425.37786865234375,80.39942169189453,1820.16552734375
2020-05-19,579.2948608398438,41.369998931884766,602.1124267578125,144.2261962890625,298.6329040527344,4657.505859375,426.34307861328125,81.54585266113281,1823.018798828125
2020-05-20,604.3186645507812,41.880001068115234,602.9679565429688,148.4495086669922,302.54718017578125,4741.4912109375,439.90460205078125,83.19071960449219,1827.6495361328125
2020-05-21,600.3751831054688,41.43000030517578,605.3544921875,159.59906005859375,302.40399169921875,4894.7763671875,450.2326354980469,83.83869934082031,1862.8255615234375
2020-05-22,622.5265502929688,41.650001525878906,623.5006713867188,157.40296936035156,302.40399169921875,4976.38720703125,453.08001708984375,82.54273986816406,1890.0963134765625
2020-05-26,611.1830444335938,41.20000076293945,612.8740844726562,161.921875,307.1297912597656,5084.796875,443.1863708496094,82.84180450439453,1817.733154296875
2020-05-27,616.3922729492188,40.650001525878906,635.298095703125,162.30198669433594,308.6095886230469,5083.10107421875,435.22320556640625,84.28730773925781,1876.0164794921875
2020-05-28,611.81591796875,41.189998626708984,637.0540771484375,161.03497314453125,315.19708251953125,5300.1630859375,443.1381530761719,86.72969055175781,1875.0810546875
2020-05-29,631.094970703125,40.9900016784668,630.7556762695312,166.69424438476562,328.2288513183594,5438.23193359375,457.76141357421875,86.72969055175781,1845.1907958984375
2020-06-01,625.5935668945312,41.209999084472656,638.5601806640625,169.3971710205078,323.1211853027344,5615.40966796875,449.2191162109375,89.27176666259766,1913.390869140625
2020-06-02,620.8225708007812,41.18000030517578,646.3648071289062,166.60977172851562,315.8653564453125,5515.09326171875,456.6513366699219,96.2001724243164,1915.1685791015625
2020-06-03,624.3278198242188,40.880001068115234,640.3858032226562,166.14520263671875,319.73193359375,5451.02587890625,459.5953063964844,98.44318389892578,1919.8597412109375
2020-06-04,643.1686401367188,40.810001373291016,646.0453491210938,169.05929565429688,318.06121826171875,5515.18994140625,477.6451416015625,98.19396209716797,1962.45751953125
2020-06-05,633.7725830078125,41.189998626708984,642.2114868164062,168.93258666992188,311.61688232421875,5569.46826171875,477.0660705566406,110.40589904785156,1921.830078125
2020-06-08,618.3883666992188,40.650001525878906,658.003173828125,166.9476318359375,316.9632873535156,5558.41796875,471.9985656738281,115.09129333496094,1943.8800048828125
2020-06-09,623.2081298828125,41.0,655.0364990234375,167.6655731201172,318.7294921875,5488.1474609375,483.3400573730469,111.10372161865234,1944.1610107421875
2020-06-10,626.03173828125,41.209999084472656,653.4390869140625,168.13015747070312,320.5911560058594,5501.0390625,481.795654296875,111.05387878417969,1978.595947265625
2020-06-11,618.291015625,41.72999954223633,642.5765380859375,164.0758056640625,315.6744079589844,5259.2607421875,457.1822814941406,105.8201904296875,1940.0328369140625
2020-06-12,626.6646728515625,41.79999923706055,631.714111328125,163.78013610839844,317.72705078125,5390.6904296875,463.4079895019531,104.97283172607422,1913.6199951171875
2020-06-15,626.7134399414062,41.40999984741211,627.6063842773438,158.12091064453125,315.4357604980469,5307.3349609375,468.9097900390625,100.187744140625,1904.61279296875
2020-06-16,621.0172729492188,41.849998474121094,640.06640625,156.26266479492188,315.2448425292969,5332.97216796875,466.59326171875,94.45561218261719,1919.531494140625
2020-06-17,623.5001831054688,41.650001525878906,642.3027954101562,153.05291748046875,316.0563049316406,5550.0830078125,468.7650451660156,95.10359191894531,1921.4078369140625
2020-06-18,625.1554565429688,41.84000015258789,651.6591186523438,157.61412048339844,317.0110168457031,5538.6455078125,467.4137268066406,96.0506362915039,1912.3065185546875
2020-06-19,619.4594116210938,41.7400016784668,644.0370483398438,155.46023559570312,316.8678283691406,5715.96923828125,471.1299133300781,102.18153381347656,1918.4052734375
2020-06-22,638.689697265625,42.290000915527344,642.3484497070312,156.26266479492188,315.5789489746094,5714.66064453125,476.0525207519531,102.33106994628906,1902.782958984375
2020-06-23,642.4384155273438,42.220001220703125,657.8206787109375,156.98060607910156,322.07098388671875,5705.4521484375,483.0504455566406,104.07563018798828,1909.6793212890625
2020-06-24,614.5909423828125,42.70000076293945,651.8873901367188,162.04859924316406,323.4075622558594,5578.3359375,467.5585021972656,104.4743881225586,1916.1534423828125
2020-06-25,618.1936645507812,42.310001373291016,639.4273681640625,170.7063751220703,326.17620849609375,5585.072265625,470.69549560546875,103.47749328613281,1891.6644287109375
2020-06-26,618.1936645507812,42.33000183105469,682.9686889648438,164.87820434570312,328.80169677734375,5577.8994140625,463.2632751464844,101.08495330810547,1988.072265625
2020-06-29,627.9305419921875,42.4900016784668,667.9528198242188,166.60977172851562,330.3291931152344,5504.0439453125,465.2419738769531,99.14100646972656,1971.93408203125
2020-06-30,623.40283203125,42.61000061035156,671.7866821289062,164.4136505126953,335.96197509765625,5658.734375,456.5066223144531,97.94473266601562,1953.637451171875
2020-07-01,610.598876953125,43.0,668.0897827148438,171.38211059570312,335.3891906738281,5624.6171875,451.87347412109375,100.43696594238281,1962.9266357421875
2020-07-02,629.1962280273438,42.2400016784668,690.63623046875,173.87388610839844,341.4515686035156,5765.49755859375,456.5548400878906,101.23448944091797,2024.0086669921875
2020-07-03,621.990966796875,42.20000076293945,696.2046508789062,175.30979919433594,342.2630615234375,5749.64990234375,460.2710266113281,103.12857818603516,2063.885498046875
2020-07-06,617.9015502929688,42.27000045776367,697.3912353515625,177.44122314453125,336.1529235839844,5935.26025390625,463.5045471191406,108.66133880615234,2123.51318359375
2020-07-07,619.8001098632812,42.41999816894531,724.9126586914062,172.51229858398438,336.4393615722656,6035.23779296875,462.5875549316406,108.711181640625,2129.799560546875
2020-07-08,617.706787109375,43.0099983215332,707.1583251953125,174.33290100097656,333.5751953125,5858.49609375,465.7245788574219,105.02267456054688,2081.947021484375
2020-07-09,622.2344360351562,43.33000183105469,713.5480346679688,173.57801818847656,327.5128173828125,5817.73974609375,465.1936950683594,106.6176986694336,2068.295654296875
2020-07-10,622.08837890625,43.20000076293945,713.6849365234375,172.60110473632812,328.0379333496094,5772.4755859375,476.7281799316406,107.26568603515625,2085.184814453125
2020-07-13,621.5527954101562,43.2599983215332,727.5597534179688,175.44302368164062,331.4748840332031,5804.65478515625,482.3265380859375,107.66444396972656,2082.979736328125
2020-07-14,615.6619262695312,43.119998931884766,714.9628295898438,173.97763061523438,332.85919189453125,5594.23193359375,474.9908142089844,104.82329559326172,2037.895263671875
2020-07-15,621.40673828125,43.220001220703125,758.5042114257812,176.46432495117188,328.658447265625,5622.87255859375,477.886474609375,102.87935638427734,2096.021728515625
2020-07-16,656.7516479492188,43.119998931884766,831.5751342773438,172.1570587158203,331.33160400390625,5694.6455078125,482.3265380859375,102.630126953125,2101.522705078125
2020-07-17,670.9674072265625,42.880001068115234,824.4095458984375,172.33470153808594,339.01702880859375,5737.43701171875,486.0909729003906,106.06941223144531,2069.5498046875
2020-07-20,656.6055297851562,43.06999969482422,852.84375,171.1357421875,336.5824890136719,5687.03662109375,466.9793701171875,104.7236099243164,2076.273681640625
2020-07-21,644.87255859375,43.2599983215332,855.0801391601562,170.73611450195312,337.44183349609375,5942.287109375,460.6571044921875,108.11304473876953,2092.401123046875
2020-07-22,644.2884521484375,43.880001068115234,837.8734741210938,174.55491638183594,335.00726318359375,5818.7568359375,457.80963134765625,104.82329559326172,2060.334228515625
2020-07-23,653.7818603515625,44.5,828.791015625,178.24050903320312,333.86163330078125,5879.38330078125,459.4505920410156,105.72050476074219,2041.761474609375
2020-07-24,648.5238647460938,44.91999816894531,842.3919677734375,177.26361083984375,340.9264831542969,5816.14013671875,468.716796875,103.42765045166016,2028.7843017578125
2020-07-27,635.719970703125,46.45000076293945,865.7601318359375,174.4217071533203,334.5776672363281,5857.42919921875,458.96795654296875,101.3840103149414,2075.239013671875
2020-07-28,645.164794921875,46.0099983215332,878.9046020507812,173.53359985351562,345.55682373046875,6089.56298828125,465.8210754394531,106.11925506591797,2172.05126953125
2020-07-29,663.323974609375,46.52000045776367,870.963134765625,174.68812561035156,345.74774169921875,5994.91650390625,475.85955810546875,105.42143249511719,2140.36083984375
2020-07-30,667.900390625,46.54999923706055,877.6266479492188,171.71302795410156,347.9913330078125,6072.69921875,492.2201843261719,103.32795715332031,2143.605224609375
2020-07-31,701.2003784179688,47.13999938964844,881.7799682617188,172.42347717285156,346.9888916015625,6070.13037109375,513.2139892578125,104.3248519897461,2145.39111328125
2020-08-03,691.70703125,47.290000915527344,873.4734497070312,171.04693603515625,346.4637756347656,5975.5810546875,501.3416748046875,112.6987533569336,2119.766357421875
2020-08-04,695.0661010742188,47.2599983215332,867.0379638671875,171.97943115234375,351.2373046875,6163.3720703125,510.5596618652344,111.10372161865234,2115.581298828125
2020-08-05,703.147705078125,48.5099983215332,862.3369750976562,171.2245635986328,346.7979431152344,6325.52587890625,510.463134765625,115.04145050048828,2124.797607421875
2020-08-06,711.8622436523438,48.900001525878906,886.20703125,173.4892120361328,352.7171630859375,6354.11865234375,513.744873046875,116.43710327148438,2170.5
2020-08-07,709.4766845703125,49.16999816894531,867.9964599609375,174.11087036132812,353.2422180175781,6473.578125,507.66387939453125,118.72994995117188,2158.51025390625
2020-08-10,774.6650390625,48.400001525878906,868.4071655273438,176.5975341796875,356.39276123046875,6405.6337890625,524.9414672851562,123.46519470214844,2146.708251953125
2020-08-11,757.5281372070312,47.29999923706055,865.7601318359375,180.32752990722656,353.8150634765625,6444.69482421875,522.2389526367188,121.92001342773438,2143.981201171875
2020-08-12,742.0465087890625,45.68000030517578,871.693359375,181.3488311767578,347.56170654296875,6523.2998046875,513.6483764648438,124.96053314208984,2122.775146484375
2020-08-13,740.2451782226562,45.9900016784668,868.2702026367188,178.9065704345703,349.5188903808594,6583.29736328125,502.6930236816406,130.7425079345703,2120.04833984375
2020-08-14,751.4913330078125,46.31999969482422,870.4609985351562,174.4217071533203,349.7098083496094,6443.00927734375,512.8760986328125,124.2128677368164,2108.4814453125
2020-08-17,751.3452758789062,46.150001525878906,874.02099609375,176.5087127685547,353.2422180175781,6619.23779296875,509.98046875,123.16613006591797,2119.060791015625
2020-08-18,744.7241821289062,47.310001373291016,883.1948852539062,176.3311004638672,356.34503173828125,6741.1904296875,507.7121887207031,125.20975494384766,2134.435791015625
2020-08-19,738.3952026367188,46.880001068115234,875.6641235351562,176.2423095703125,356.5837097167969,6836.24755859375,508.0990295410156,124.76116180419922,2122.070556640625
2020-08-20,742.6307983398438,45.68000030517578,871.8759765625,173.88885498046875,356.29730224609375,6820.9921875,505.10107421875,121.3218765258789,2118.5439453125
2020-08-21,740.7319946289062,45.720001220703125,866.0795288085938,174.77694702148438,359.16143798828125,6819.32861328125,514.8201293945312,120.52436065673828,2114.547119140625
2020-08-24,731.9688720703125,45.5,864.8016357421875,174.68812561035156,356.9178466796875,6926.416015625,515.8839111328125,120.82342529296875,2114.077392578125
2020-08-25,728.0740966796875,44.93000030517578,856.3123168945312,173.53359985351562,352.4784851074219,6953.26123046875,507.80889892578125,126.7051010131836,2108.951416015625
2020-08-26,728.3175659179688,44.79999923706055,867.9051513671875,173.1339569091797,353.4331970214844,6854.193359375,507.8572998046875,137.47154235839844,2119.15478515625
2020-08-27,736.3018188476562,45.04999923706055,864.4820556640625,172.51229858398438,357.6816101074219,6941.57421875,514.723388671875,143.80181884765625,2114.359130859375
2020-08-28,728.9017333984375,45.099998474121094,853.7108764648438,173.6668243408203,357.3474426269531,6947.53955078125,537.4496459960938,142.3563232421875,2105.095947265625
2020-08-31,694.7740478515625,45.34000015258789,847.6406860351562,169.71481323242188,352.19207763671875,6689.21142578125,503.1185607910156,142.75506591796875,2122.68115234375
2020-09-01,717.1688842773438,45.459999084472656,834.4505615234375,168.91552734375,356.5837097167969,6753.462890625,504.27911376953125,143.35321044921875,2112.43115234375
2020-09-02,718.8240966796875,45.0,843.441650390625,169.9368438720703,361.7391052246094,6768.23046875,497.55792236328125,149.83302307128906,2130.110107421875
2020-09-03,719.1649169921875,44.439998626708984,853.984619140625,170.1588592529297,362.1687316894531,6916.73388671875,506.2132568359375,151.37820434570312,2162.41259765625
2020-09-04,705.5332641601562,44.720001220703125,839.0145263671875,165.80718994140625,356.9178466796875,7031.64453125,495.5754089355469,147.34078979492188,2152.3505859375
2020-09-07,697.8898315429688,44.75,844.4000854492188,167.93862915039062,353.3376770019531,7050.27490234375,496.3490905761719,148.93580627441406,2188.320068359375
2020-09-08,689.5648193359375,44.81999969482422,857.4078369140625,167.09490966796875,350.7122497558594,7064.79736328125,485.3728332519531,141.85787963867188,2208.20947265625
2020-09-09,708.4056396484375,44.939998626708984,846.8648071289062,163.23171997070312,347.5139465332031,7056.240234375,492.52911376953125,139.6647186279297,2188.88427734375
2020-09-10,707.6754150390625,45.220001220703125,858.0924072265625,164.2086181640625,346.8456726074219,7072.27880859375,491.2236328125,142.85476684570312,2192.17578125
2020-09-11,706.8477783203125,45.16999816894531,863.249755859375,163.36492919921875,350.0916748046875,7035.0673828125,488.9026184082031,143.85165405273438,2232.5654296875
2020-09-14,702.6121826171875,45.029998779296875,893.0988159179688,162.8320770263672,353.767333984375,6971.74462890625,479.47369384765625,148.0884552001953,2342.8720703125
2020-09-15,722.9136352539062,45.560001373291016,896.7957153320312,161.45553588867188,347.9913330078125,6897.3701171875,489.724609375,147.9389190673828,2342.8720703125
